縣市,鄉鎮,名字,description,描述,營地數量,營地價錢
南投縣,國姓鄉 , 川中島落羽松露營秘境,http://evshhips.pixnet.net/blog/post/347427026,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,鹿谷鄉 ,一陽景觀森林露營區,http://evshhips.pixnet.net/blog/post/347177879,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,竹山鎮 ,竹內景觀露營區(2),http://evshhips.pixnet.net/blog/post/347781857,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,埔里鎮 ,農家樂親子露營區,http://evshhips.pixnet.net/blog/post/347847292,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,鹿谷鄉 , 847巴士親子露營區,http://evshhips.pixnet.net/blog/post/347610161,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,竹山鎮 , 杉林雲境景觀露營區,http://evshhips.pixnet.net/blog/post/347956582,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
臺中市,和平區 ,森杉親子森林露營區,http://evshhips.pixnet.net/blog/post/348014830,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,埔里鎮 , 蘑菇山林奇幻露營區,http://evshhips.pixnet.net/blog/post/348144634,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,國姓鄉,地利天主堂野營地,http://evshhips.pixnet.net/blog/post/347708030,               有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,仁愛鄉 , 來來圓夢親子露營區,http://evshhips.pixnet.net/blog/post/348518530,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,中寮鄉 ,洞九的山莊雲景露營區,http://evshhips.pixnet.net/blog/post/348951958,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,魚池鄉 , 射手座奢華森林營地,http://evshhips.pixnet.net/blog/post/349163209,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
南投縣,國姓鄉 ,騰雲景觀農莊露營區,http://evshhips.pixnet.net/blog/post/349211707,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 ,樹不老親子露營區,https://evshhips.pixnet.net/blog/post/349340134,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,埔里鎮 , 箱根溫泉生活會館露營,https://evshhips.pixnet.net/blog/post/349498711,        有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,竹山鎮 , 靜竹星空觀景露營區,https://evshhips.pixnet.net/blog/post/349539025,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,埔里鎮 , ToMe桃米親子露營樂園,https://evshhips.pixnet.net/blog/post/349577764,        有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,埔里鎮 ,彩虹天空親子露營新樂園,https://evshhips.pixnet.net/blog/post/349657825,       有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
臺中市,新社區 , 天籟之森親子露營樂園,https://evshhips.pixnet.net/blog/post/349710085,        有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,水里鄉 ,山中流域親子露營樂園,https://evshhips.pixnet.net/blog/post/349958467,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,集集鎮 , 石頭窩森林景緻露營區,https://evshhips.pixnet.net/blog/post/348909706,        有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
臺中市,后里區 , 一境頭親子露營區(2),https://evshhips.pixnet.net/blog/post/350013853,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,埔里鎮 ,築樂親子露營區,https://evshhips.pixnet.net/blog/post/350050507,               有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 , 浚晟景觀茶園露營區(2訪),https://evshhips.pixnet.net/blog/post/350184823,     有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 ,香草叢林親子露營樂園(2),https://evshhips.pixnet.net/blog/post/350278162,      有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 , 曉山秋親子露營區,https://evshhips.pixnet.net/blog/post/350278264,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉' ,滿天馨親子露營區,https://evshhips.pixnet.net/blog/post/350322853,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 ,小胖親子露營樂園,https://evshhips.pixnet.net/blog/post/350420374,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
臺中市,新社區,沐晨親子露營區,https://evshhips.pixnet.net/blog/post/350457589,                有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
臺中市,東勢鄉,丘之町森林營地(沿指標行進),https://evshhips.pixnet.net/blog/post/350311459,    有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 ,麒帆如親子露營區(2訪),https://evshhips.pixnet.net/blog/post/350537653,        有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,魚池鄉 ,星野小路親子露營樂園,https://evshhips.pixnet.net/blog/post/350736832,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 , 月夢田親子露營區,https://evshhips.pixnet.net/blog/post/350780134,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 ,清境62階櫻花露營區,https://evshhips.pixnet.net/blog/post/350985241,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 , 松林溫泉農場露營區,https://evshhips.pixnet.net/blog/post/351081943,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 , 雲享清峰親子露營區,https://evshhips.pixnet.net/blog/post/351130210,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 ,花鳥蟲鳴微居輕旅(蟲蟲帳),https://evshhips.pixnet.net/blog/post/351208387,     有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
臺中市,后里區 , 水映親子露營區(2),https://evshhips.pixnet.net/blog/post/351212929,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 ,東原秘境親子露營區,https://evshhips.pixnet.net/blog/post/351304873,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 , 火焰石景觀露營區,https://evshhips.pixnet.net/blog/post/351130066,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,竹山鎮 ,珈溪園綠莊露營區,https://evshhips.pixnet.net/blog/post/351170341,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 ,松露露營小木屋,https://evshhips.pixnet.net/blog/post/351627259,               有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,魚池鄉 ,印地安庭園露營區,https://evshhips.pixnet.net/blog/post/351832480,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,魚池鄉 , 樂沐山林親子露營區,https://evshhips.pixnet.net/blog/post/351798118,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 , 九號森霖親子露營區,https://evshhips.pixnet.net/blog/post/350125114,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,魚池鄉 ,頭社水庫露營區(2),https://evshhips.pixnet.net/blog/post/351474589,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,草屯鎮 ,三乘山親子露營樂園(2),https://evshhips.pixnet.net/blog/post/352129282,        有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,竹山鎮 ,天山水茗茶/露營,https://evshhips.pixnet.net/blog/post/352352269,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,仁愛鄉 , 迷露1850景觀露營區,https://evshhips.pixnet.net/blog/post/352436500,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 ,山水園親子露營區(2),https://evshhips.pixnet.net/blog/post/352484128,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,鹿谷鄉 ,W.H窩親子露營區,https://evshhips.pixnet.net/blog/post/352478386,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,魚池鄉 , 溪泮小屋親子露營區 ,https://evshhips.pixnet.net/blog/post/352605631,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,國姓鄉 ,山嵐謐靜親子露營區,https://evshhips.pixnet.net/blog/post/352491934,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,竹山鎮 ,回˙歸自然二八露營場(親子),https://evshhips.pixnet.net/blog/post/352631416,    有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,500
南投縣,魚池鄉 ,天香台閣親子露營區,https://evshhips.pixnet.net/blog/post/352398256,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,8,350
彰化縣,芬園鄉 ,一星伴親子露營(奢華露營),https://evshhips.pixnet.net/blog/post/352810181,     有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
南投縣,仁愛鄉 ,飛瀑親水露營區,https://evshhips.pixnet.net/blog/post/352826789,               有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,阿里山鄉,蘭后露營區,http://evshhips.pixnet.net/blog/post/298828220,                   有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,梅山鄉,振峯制茶所露營區,http://evshhips.pixnet.net/blog/post/278373004,               有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,梅山鄉,日麗風合露營區,http://evshhips.pixnet.net/blog/post/278189227,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,曾文,東口野營遊憩區,http://evshhips.pixnet.net/blog/post/254291866,                   有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,東港鎮,大鵬灣青洲濱海遊憩區,http://evshhips.pixnet.net/blog/post/317745897,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
雲林縣,口湖鄉,海口故事園區(免費),http://evshhips.pixnet.net/blog/post/256132090,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
雲林縣,林內鄉,林內鄉農庄露營區,http://evshhips.pixnet.net/blog/post/318451251,               有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
雲林縣,林內鄉,盁樟竹屋露營區,http://evshhips.pixnet.net/blog/post/235683085,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,恆春鎮,快樂白沙露營區,http://evshhips.pixnet.net/blog/post/276952006,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,恆春鎮,白砂露營區(1),http://evshhips.pixnet.net/blog/post/275009002 ,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,墾丁,白砂露營區(2),http://evshhips.pixnet.net/blog/post/318761166,                    有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,山地門,青葉國小露營,http://evshhips.pixnet.net/blog/post/319816089,                   有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
臺南市,安南區,四草舟屋露營區,http://evshhips.pixnet.net/blog/post/322234299,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,番路鄉,半天岩10號營地,http://evshhips.pixnet.net/blog/post/322643583,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,梅山鄉,日麗風合露營區2,http://evshhips.pixnet.net/blog/post/323541519,                有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
臺南市,北門區,北門區 Vanaheim 愛莊園,http://evshhips.pixnet.net/blog/post/315107310,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,大埔鄉, 河濱公園露營區(免費),http://evshhips.pixnet.net/blog/post/333416952,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,枋山鄉,傻瓜天堂海景露營區,http://evshhips.pixnet.net/blog/post/338366870,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,墾丁,巨石露營區,http://evshhips.pixnet.net/blog/post/338560772,                       有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
屏東縣,滿洲,野居露營區,http://evshhips.pixnet.net/blog/post/338635715,                       有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,350
嘉義縣,番路鄉,梅王親子露營區,http://evshhips.pixnet.net/blog/post/341294046,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,阿里山鄉, 小森林景觀露營地,http://evshhips.pixnet.net/blog/post/342517192,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,枋山鄉,海豚茉莉灣海景露營地,http://evshhips.pixnet.net/blog/post/343136401,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
雲林縣,林內鄉, 逸境親子生態露營地,http://evshhips.pixnet.net/blog/post/344421763,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
高雄市,六龜區 ,悠然溫泉山莊,http://evshhips.pixnet.net/blog/post/344788084,                  有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,瑞里 ,雲淡風輕景觀露營地,http://evshhips.pixnet.net/blog/post/345270220,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,琉球鄉, 小琉球鄉樂園露營區,http://evshhips.pixnet.net/blog/post/346208893,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,墾丁 ,山海福興宮海景野營地,http://evshhips.pixnet.net/blog/post/347177090,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
雲林縣,口湖鄉 , 海口故事園區(免費露營1),http://evshhips.pixnet.net/blog/post/348519400,      有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,墾丁 , 潮間帶海景親子露營趣,https://evshhips.pixnet.net/blog/post/349622494,          有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,梅山鄉 ,振峰碧湖山茶園營地,https://evshhips.pixnet.net/blog/post/349823860,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
雲林縣,口湖鄉 ,椬梧湖景露營區(免費),https://evshhips.pixnet.net/blog/post/349823758,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
雲林縣,口湖鄉 ,海口故事園區(免費露營2),https://evshhips.pixnet.net/blog/post/350695699,      有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,竹崎鄉 ,秋之林自然生態露營區,https://evshhips.pixnet.net/blog/post/350573674,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,阿里山鄉 , 羅老爸的家景觀露營區,https://evshhips.pixnet.net/blog/post/350905138,      有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
雲林縣,斗六市 , 紅螞蟻生態世界,https://evshhips.pixnet.net/blog/post/350955427,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,里港鄉 ,河堤秘境親子,https://evshhips.pixnet.net/blog/post/351201316,                 有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,梅山鄉 ,琥珀社咖啡莊園(2),https://evshhips.pixnet.net/blog/post/351466876,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,梅山鄉 ,琥珀社咖啡莊園(1),https://evshhips.pixnet.net/blog/post/348037420,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,瑞里 ,雲淡風輕親子露營區,https://evshhips.pixnet.net/blog/post/351554353,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,墾丁 ,白砂海景露營區(3),https://evshhips.pixnet.net/blog/post/351593086,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
臺南市,安南區 , 白毛獵人露營農場,https://evshhips.pixnet.net/blog/post/351599794,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
嘉義縣,梅山鄉 ,慢漫山林親子露營區,https://evshhips.pixnet.net/blog/post/351764296,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,350
屏東縣,恆春鎮 ,大圓山海景露營區,https://evshhips.pixnet.net/blog/post/351554206,             有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
嘉義縣,梅山鄉 ,日麗風合露營區3,https://evshhips.pixnet.net/blog/post/352045735,              有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
花蓮縣,秀林鄉,西寶國小,http://evshhips.pixnet.net/blog/post/266795731,                       有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
花蓮縣,壽豐鄉,水璉國小,http://evshhips.pixnet.net/blog/post/265529737,                       有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
花蓮縣,壽豐鄉,牛山呼庭休閒園區露營區,http://evshhips.pixnet.net/blog/post/266952826,         有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
臺東縣,成功鎮,奇拉巴扇部落屋露營區,http://evshhips.pixnet.net/blog/post/265344826,           有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
臺東縣,成功鎮,都歷派出所,http://evshhips.pixnet.net/blog/post/265265968,                     有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
臺東縣,卑南鄉,虂櫿嶇營地,http://evshhips.pixnet.net/blog/post/318864012,                     有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,10,500
臺東縣,達仁鄉 ,南田海濱親水公園露營區,https://evshhips.pixnet.net/blog/post/347708189,       有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
花蓮縣,秀林鄉 , 崇德瑩農場露營區,https://evshhips.pixnet.net/blog/post/351377935,            有收集雨水之儲水設備，枯水期不穩定，有簡易太陽能照明。有坑洞式廁所。住宿山屋者，請自備過夜及睡眠裝備。,3,500
